Date,Mkt-RF_VM,SMB_VM,HML_VM,RMW_VM,CMA_VM,Mom_VM,Mkt-RF,SMB,HML,RMW,CMA,Mom,RF
1966-05,-49.1902,-18.0729,-8.6894,7.7841,-3.9836,-16.2742,-5.6700,-4.6000,-1.6000,1.6400,-1.4800,-4.7100,0.4100
1966-06,-1.9579,1.1034,4.3605,0.3210,1.4276,1.4173,-1.4400,1.0200,0.4900,0.0800,0.7900,3.2300,0.3800
1966-07,-8.6829,-1.7598,8.7142,-3.1044,5.8521,-2.0749,-1.6300,-0.3500,0.9100,-0.3800,1.7400,-1.3000,0.3500
1966-08,-23.1503,-27.0810,7.2802,-2.8521,1.3953,-5.1173,-7.9400,-3.2600,0.5000,-0.6400,0.7700,-2.2100,0.4100
1966-09,-0.9386,-2.9152,1.5264,-1.4391,1.3358,-1.4887,-1.0600,-1.0100,0.4800,-1.1900,2.3500,-1.8600,0.4000
1966-10,7.2416,-52.5243,10.9212,-6.4228,5.1317,-11.1803,3.8600,-6.6000,2.7400,-3.9100,4.2300,-5.2000,0.4500
1966-11,1.6179,5.4147,-8.8231,4.1770,-3.7193,12.0422,1.3800,4.0700,-4.6300,4.6600,-6.5100,5.7300,0.4000
1966-12,0.4904,13.8051,-6.2322,0.2852,-0.1882,8.3194,0.1300,1.9300,-0.9500,0.1700,-0.1600,0.9900,0.4000
1967-01,43.0852,54.5959,12.6003,4.4719,-5.2978,-59.3382,8.1500,8.1000,2.3600,1.2900,-3.0600,-7.0000,0.4300
1967-02,2.9661,7.5636,-13.7807,6.3456,-1.9661,7.7819,0.7700,3.3200,-2.2600,1.6600,-0.9300,3.5100,0.3600
1967-03,27.6301,8.4601,5.4364,2.4420,-5.7768,20.2358,3.9900,1.4700,0.4700,0.8200,-1.5000,1.3900,0.3900
1967-04,25.3292,4.4276,-18.2811,17.5512,-14.8409,6.9384,3.8900,0.4700,-2.2900,3.0900,-3.7200,0.5200,0.3200
1967-05,-15.3739,17.0556,5.4821,-2.3042,1.5913,7.2992,-4.3200,2.1100,0.8000,-1.1900,1.6200,0.6600,0.3300
1967-06,8.1173,17.5939,7.6783,-2.4647,-4.3693,30.7884,2.4200,5.8500,0.8000,-0.8400,-2.4900,6.0100,0.2700
1967-07,11.8059,6.1650,60.4729,3.0469,4.5989,-3.2168,4.5800,3.1700,2.7500,0.4500,2.6600,-1.1000,0.3200
1967-08,-11.4234,1.9114,10.1762,0.6732,1.9873,-11.1826,-0.9000,0.4300,1.4300,0.3000,1.3500,-1.3200,0.3100
1967-09,30.3350,24.3295,-32.6087,1.6591,-2.2889,17.0437,3.1000,3.0400,-2.4700,0.2200,-0.9300,2.3900,0.3200
1967-10,-26.9583,7.5700,-29.8406,2.8348,-6.5490,21.5717,-3.0800,1.4700,-3.2900,0.9700,-2.7400,3.6800,0.3900
1967-11,2.4801,1.5694,-11.2097,4.2159,-7.0273,5.8570,0.3700,0.1800,-1.7100,1.3100,-2.2800,1.2200,0.3600
1967-12,8.2227,11.8745,-3.8227,-2.0691,-0.0330,5.1892,3.0500,5.6200,-0.5400,-0.7400,-0.0300,3.2000,0.3300
1968-01,-40.7240,15.4015,39.7473,-36.9783,7.8521,-17.7970,-4.0300,3.9900,4.8500,-4.8900,6.4600,-4.4600,0.4000
1968-02,-19.5056,-6.2114,3.8036,-0.0827,1.5206,-6.3749,-3.7400,-2.9400,1.2300,-0.0800,2.4600,-3.3400,0.3900
1968-03,0.6249,-3.2634,-4.0060,5.9502,-1.6431,7.9799,0.2100,-1.3000,-0.6300,1.0700,-1.1500,3.1900,0.3800
1968-04,15.7496,10.0825,-5.9132,6.6587,-3.1230,10.8516,9.0200,5.6600,-1.1000,2.7900,-3.7300,5.1100,0.4300
1968-05,4.1588,22.1245,5.4963,1.6396,-6.0685,19.2116,2.2800,6.2900,0.8200,0.4900,-1.9200,3.7500,0.4500
1968-06,5.3793,-0.6354,6.1149,-7.3823,6.1526,-17.6593,0.7000,-0.1900,0.6600,-1.5600,2.8000,-2.0900,0.4300
1968-07,-13.4204,-10.7137,84.1840,-9.7535,5.2923,-4.2188,-2.6900,-1.2800,5.3100,-3.1800,3.7900,-0.8900,0.4800
1968-08,4.2664,10.9098,2.0399,-2.3826,0.4912,6.6396,1.3500,2.4200,0.9900,-0.6600,0.4700,1.9000,0.4200
1968-09,37.1586,26.6384,3.6731,-15.9973,3.8122,-4.9831,4.0500,2.7400,0.3000,-1.9400,0.8700,-0.6400,0.4300
1968-10,4.7905,-4.1671,23.2374,-7.1144,16.8218,-25.6976,0.4300,-0.5000,2.8200,-1.3600,2.8400,-1.4600,0.4400
1968-11,68.3510,20.4440,-12.3286,3.8751,-13.1664,22.1439,5.4300,2.3400,-0.9600,0.4400,-2.5100,1.7400,0.4200
1968-12,-37.1874,33.9939,0.5948,-10.9599,6.0024,6.6946,-3.9300,3.3600,0.0400,-1.9100,1.9300,0.3200,0.4300
1969-01,-10.4828,-3.3679,24.4920,-8.8780,4.2150,-2.0476,-1.2500,-0.6300,1.6600,-1.5200,1.2900,-0.1500,0.5300
1969-02,-23.4447,-11.7788,7.9172,8.9476,2.5078,-18.1369,-5.8600,-3.9600,0.8900,1.9900,0.7500,-2.5500,0.4600
1969-03,10.1293,-1.4650,-3.8587,-8.2559,-3.5778,64.3827,2.6600,-0.3000,-0.4200,-1.3400,-0.4400,4.0600,0.4600
1969-04,7.0543,-4.9720,0.1464,1.7342,-0.7495,11.3355,1.4600,-0.8100,0.0200,0.2800,-0.1600,1.2400,0.5300
1969-05,-0.4429,-4.3367,5.0542,-5.9969,8.6022,30.9702,-0.0900,-0.3200,0.6200,-0.8700,1.0500,1.8100,0.4800
1969-06,-50.1002,-72.5570,-15.8430,35.7364,-10.2999,-66.3419,-7.1900,-5.3400,-1.1000,4.2700,-1.6300,-2.3100,0.5100
1969-07,-20.9962,-9.2945,9.7184,4.2842,4.8804,36.1898,-7.0000,-3.2400,1.1800,1.5100,1.8400,1.8200,0.5300
1969-08,5.0165,1.5646,-5.8323,4.3854,-2.6988,21.3636,4.6900,0.8100,-3.7500,1.0600,-3.9800,2.1400,0.5000
1969-09,-7.9794,9.6334,-11.5636,23.4191,-0.9484,23.1415,-2.9700,1.2300,-3.2200,3.3600,-0.6200,2.4300,0.6200
1969-10,15.6065,46.5389,-8.6509,0.2376,-2.4602,-74.1968,5.0600,3.9200,-3.1200,0.0800,-2.0800,-4.3600,0.6000
1969-11,-12.7197,-12.0995,-4.9233,14.4239,0.2623,18.3226,-3.8000,-2.5500,-1.2500,1.4000,0.2100,3.6700,0.5200
1969-12,-12.7886,-27.3101,-11.3926,26.2612,-2.8456,82.7031,-2.6300,-3.6800,-2.8800,2.5500,-1.9200,5.2700,0.6400
1970-01,-16.8871,10.7277,13.2093,-4.4011,5.0960,1.1326,-8.1000,2.9100,3.1700,-1.7500,3.9600,0.5600,0.6000
1970-02,12.1795,-7.6659,8.2729,-3.6887,2.2730,0.3177,5.1400,-2.3900,3.6900,-2.4100,2.8700,0.2700,0.6200
1970-03,-2.8696,-13.3121,13.5334,-2.4354,5.4199,-1.4964,-1.0600,-2.3100,4.0800,-1.0600,4.4200,-0.3600,0.5700
1970-04,-29.8657,-46.5898,18.0151,-5.8870,4.9829,-5.4185,-10.9900,-6.1400,6.1400,-0.6300,5.9000,-0.8300,0.5000
1970-05,-9.5586,-10.8641,3.2980,-3.7044,1.6254,-31.4849,-6.9000,-4.6100,3.3200,-1.2900,3.7900,-2.6600,0.5300
1970-06,-1.8028,-2.2581,0.1794,0.2647,0.5020,8.2544,-5.8000,-2.0800,0.4400,0.1400,2.7100,5.6400,0.5800
1970-07,6.7546,-1.2448,1.0392,-0.7479,0.5609,-4.5266,6.9200,-0.5500,0.9300,-0.3000,1.7200,-3.1200,0.5200
1970-08,6.1225,5.6308,4.1323,1.9480,-0.1133,-18.3424,4.5000,1.4800,1.4100,0.5700,-0.1400,-6.6800,0.5300
1970-09,6.2110,15.6159,-13.2652,0.3971,-4.4716,-17.1311,4.1800,8.6100,-5.4100,0.2500,-5.9800,-8.6400,0.5400
1970-10,-5.3907,-6.3621,0.5118,6.1009,1.5165,9.0876,-2.2700,-4.1700,0.2100,1.8100,2.2500,9.4500,0.4600
1970-11,12.5758,-13.7350,4.7124,8.4049,1.1233,4.0023,4.6200,-3.9700,1.5800,1.5300,1.3900,2.5900,0.4600
1970-12,16.7842,10.2262,10.1994,1.4619,0.4296,-5.8926,5.7400,2.8200,1.0400,0.2800,0.3000,-2.3000,0.4200
1971-01,24.1247,34.4852,20.6419,-7.4732,-0.1665,-21.7752,4.8300,7.2800,1.5500,-2.0200,-0.0600,-6.8600,0.3800
1971-02,7.0120,4.7681,-5.9679,1.7464,-2.1926,2.1809,1.4100,1.8600,-1.2400,0.6400,-0.8000,0.8200,0.3300
1971-03,21.5722,6.5262,-42.4769,6.9974,-6.0528,-4.9051,4.1200,2.6000,-3.9500,1.7800,-2.6500,-1.4000,0.3000
1971-04,17.8779,-2.9551,7.3577,-8.5835,3.4000,14.6246,3.1500,-0.4900,0.8600,-1.4600,0.8500,1.3600,0.2800
1971-05,-39.6115,-9.7889,-14.8851,5.7582,0.8884,12.1112,-3.9900,-1.0400,-1.3300,1.4900,0.2000,0.9300,0.2900
1971-06,-0.4663,-22.6683,-40.0708,10.7631,-10.8991,31.5520,-0.0900,-1.5300,-1.9700,1.5800,-1.6700,2.6900,0.3700
1971-07,-12.9949,-8.2174,-0.3024,3.4452,6.0354,-11.6607,-4.4900,-1.5100,-0.0200,0.5800,1.3900,-2.3200,0.4000
1971-08,17.7946,-1.7731,100.8398,-4.0188,17.7329,34.8350,3.7900,-0.2200,2.6400,-0.4300,2.5900,3.4400,0.4700
1971-09,-0.9454,2.0625,-10.8801,9.0455,-1.6897,4.8838,-0.8600,0.5000,-2.9000,2.5400,-1.5800,2.1000,0.3700
1971-10,-24.0040,-29.6121,-7.0136,5.4842,-7.8175,10.5186,-4.4200,-1.7500,-0.5100,1.5600,-1.3900,0.5000,0.3700
1971-11,-1.8382,-25.1546,-38.5201,18.9388,-1.2525,27.4120,-0.4600,-2.7700,-1.6700,2.4100,-0.4400,1.5100,0.3700
1971-12,12.8343,11.6275,-4.9602,-1.7179,-9.8522,-7.6747,8.7100,3.2900,-0.3800,-0.4300,-1.6800,-0.6200,0.3700
1972-01,6.1703,26.0452,24.9509,-7.9952,1.0766,0.3786,2.4700,5.8400,2.1200,-1.6900,0.5400,0.0700,0.2900
1972-02,14.9677,5.4176,-24.3008,4.7277,-1.3428,19.5434,2.8700,1.3200,-2.8300,1.6900,-0.5000,2.5300,0.2500
1972-03,6.6661,-3.1683,-9.4655,7.3737,-0.6420,41.9728,0.6200,-0.2900,-1.6100,1.5800,-0.2000,2.9400,0.2700
1972-04,1.4063,0.9334,0.2935,-1.3016,-6.5617,36.9617,0.2900,0.1600,0.0300,-0.4100,-1.0600,2.7900,0.2900
1972-05,9.1379,-31.2762,-47.5164,27.4379,-11.9361,50.4941,1.2900,-2.7100,-2.7200,2.4000,-1.9700,3.3300,0.3000
1972-06,-8.4393,1.4888,-20.5646,6.2350,-1.0297,12.2534,-2.4300,0.2800,-2.4600,1.7800,-0.3500,1.9000,0.2900
1972-07,-6.3592,-56.2612,8.7737,9.0619,-8.0737,58.7244,-0.8000,-2.9000,0.6000,1.2000,-0.7100,2.6800,0.3100
1972-08,15.8154,-34.1889,36.2378,-21.4205,18.0411,-64.2200,3.2700,-3.9900,4.5600,-2.0400,2.9000,-5.3600,0.2900
1972-09,-5.7249,-19.0789,1.4323,5.5949,-9.7987,12.0966,-1.1400,-2.6600,0.4900,1.6500,-1.9700,1.8300,0.3400
1972-10,3.0560,-43.2336,11.3565,-0.8626,0.1155,9.6588,0.5200,-2.7300,1.2200,-0.1100,0.0300,0.7000,0.4000
1972-11,15.8631,-7.4362,37.8709,-21.2751,39.7105,-78.4023,4.6000,-1.1800,4.8800,-1.9800,3.3400,-5.0800,0.3700
1972-12,3.9877,-10.5139,-10.0370,8.9742,-8.5025,47.6660,0.6200,-1.9500,-2.1800,2.5800,-2.1400,4.9500,0.3700
1973-01,-18.7095,-22.9457,28.1601,2.0947,3.9756,22.1583,-3.2700,-3.4900,2.7000,0.4000,0.9000,3.8000,0.4400
1973-02,-23.3847,-15.7829,15.4887,-1.1062,0.1655,20.1338,-4.8500,-3.8900,1.6400,-0.2900,0.0500,2.2200,0.4200
1973-03,-2.9339,-18.0920,13.1110,-5.7272,1.6669,41.0030,-1.3000,-2.7800,2.5700,-0.9600,0.5000,3.5500,0.4600
1973-04,-10.8519,-15.6523,21.5913,-7.3989,10.1257,49.3262,-5.6800,-3.8400,5.3900,-1.5500,2.5200,6.3500,0.5200
1973-05,-5.4360,-25.5238,1.4498,19.7599,-5.3315,24.9977,-2.9700,-6.2700,0.3800,1.9700,-1.7000,7.1900,0.5100
1973-06,-1.4315,-2.0186,4.2048,-0.8380,0.3051,8.4812,-1.5700,-2.8400,1.1400,-0.2000,0.0900,4.3300,0.5100
1973-07,7.1438,18.6725,-14.8361,-0.4934,-6.7437,-33.8200,5.0400,7.9200,-5.2600,-0.0900,-3.2300,-11.6700,0.6400
1973-08,-6.1023,-3.5915,2.0127,-4.5203,2.0332,4.8881,-3.8200,-2.0000,1.0300,-1.3200,1.2400,3.5900,0.7000
1973-09,12.6371,23.7380,14.4816,-12.1655,7.2420,-29.6618,4.7400,2.9300,2.2200,-2.2200,1.7300,-6.9800,0.6800
1973-10,-2.7616,-1.5276,5.9765,-6.8913,7.6011,15.3734,-0.8300,-0.2100,1.6600,-1.9900,2.7300,6.7800,0.6500
1973-11,-29.0474,-29.2079,21.0764,-8.4896,4.4272,23.9746,-12.7800,-7.7200,4.0900,-2.7700,1.6600,8.9300,0.5600
1973-12,0.3735,-6.6443,9.0656,-6.5979,9.1566,24.6796,0.5900,-5.4000,4.0100,-2.8900,2.4400,10.1600,0.6400
1974-01,-0.0908,17.8938,11.5573,-5.0107,7.5235,-9.5924,-0.1600,9.6800,5.9500,-2.9200,4.4900,-8.9200,0.6300
1974-02,-0.4349,0.0000,3.6546,-1.5426,2.2890,0.5749,-0.4600,0.0000,2.4700,-1.8500,2.6700,0.3700,0.5800
1974-03,-4.8568,12.4375,-0.6818,16.0128,1.2805,-11.6193,-2.8200,2.5000,-0.1400,2.9000,0.4400,-1.0000,0.5600
1974-04,-9.8068,-2.7122,3.4129,4.9144,7.9892,8.2167,-5.2800,-0.6800,0.9200,2.7100,2.1400,2.0600,0.7500
1974-05,-7.9581,-17.7611,-25.6985,16.4431,-1.0534,-6.4769,-4.7000,-2.9300,-2.0800,5.0100,-0.3300,-0.2900,0.7500
1974-06,-4.0911,-0.5774,5.6281,0.8475,6.1703,21.5053,-2.8400,-0.2400,0.8300,0.5000,2.9800,2.3200,0.6000
1974-07,-10.3721,3.0842,27.0615,-19.4819,8.6207,28.3358,-8.0600,0.7800,5.1600,-3.2000,4.5000,3.0000,0.7000
1974-08,-5.4117,-1.4263,7.7150,-0.6541,2.5276,16.4684,-9.3900,-0.6900,2.6100,-0.2900,2.5900,3.0300,0.6000
1974-09,-7.6386,0.3236,11.5171,-8.5871,4.3937,14.8782,-11.7900,0.2700,5.4300,-4.3300,5.8200,4.2400,0.8100
1974-10,6.2894,-3.2591,-17.7104,-0.4358,-1.7463,-1.1224,16.1100,-3.4300,-9.9100,-0.2900,-2.9100,-0.5300,0.5100
1974-11,-1.4643,-0.6280,-0.2961,-5.1245,2.8421,3.8960,-4.5300,-1.1700,-0.2500,-3.4200,2.9000,2.2000,0.5400
1974-12,-2.9636,-16.3205,0.2586,-1.7498,4.0313,8.9953,-3.4400,-4.7400,0.1200,-0.7600,3.3800,2.9800,0.7000
1975-01,10.8358,12.3437,33.6491,-1.2863,-1.2659,-41.9822,13.6700,11.0600,8.2600,-0.5400,-1.0500,-13.8000,0.5800
1975-02,4.1796,0.1265,-5.3557,1.4202,-3.4457,-0.5594,5.5600,0.1200,-4.4700,1.1700,-2.1100,-0.5800,0.4300
1975-03,3.9256,14.4001,6.9760,3.5640,-2.8554,-9.3504,2.6600,3.7500,2.4200,1.2500,-1.3400,-2.0700,0.4100
1975-04,5.4048,-1.8046,-6.2247,5.8774,-3.8932,8.2272,4.2200,-0.6400,-1.1300,1.3900,-1.3700,1.5100,0.4400
1975-05,7.7448,9.8608,-32.5182,-3.8398,-1.7898,-16.3131,5.2000,3.9300,-4.0500,-1.1300,-0.5600,-0.5800,0.4400
1975-06,8.6011,2.3505,7.8775,-7.8120,3.0525,-0.6836,4.8700,0.8100,1.3500,-2.7000,1.0700,-0.0400,0.4100
1975-07,-15.1437,14.3343,19.1299,2.0721,8.3369,3.7839,-6.6000,2.6600,1.7600,0.4500,1.2400,0.3400,0.4800
1975-08,-6.3696,-11.4632,-4.2911,8.6041,-7.0293,-0.9618,-2.8400,-3.1700,-0.9100,1.0900,-0.9900,-0.1600,0.4800
1975-09,-5.1972,-0.5826,1.6676,2.3872,2.9977,1.3310,-4.2600,-0.1600,0.3300,0.5800,0.5700,0.4000,0.5300
1975-10,6.9529,-16.5877,3.7418,-2.5809,13.6377,-1.2095,5.3200,-4.0800,0.3500,-0.5200,2.2800,-0.2200,0.5600
1975-11,3.9745,-2.8806,19.7994,-3.2970,9.0536,-6.1085,2.6500,-1.2200,2.0300,-0.6600,1.7400,-0.5000,0.4100
1975-12,-6.0323,-6.4057,30.4255,-0.8573,2.1523,-1.6788,-1.6000,-0.8700,1.7000,-0.1100,0.7700,-0.1000,0.4800
1976-01,25.2065,14.2014,65.6381,-10.8633,7.7464,30.9072,12.1500,4.8700,8.6300,-1.7500,2.3300,4.3700,0.4700
1976-02,0.4711,26.4540,12.8791,-9.9270,17.8892,3.5605,0.3100,6.9700,5.7100,-2.5500,3.7000,0.3800,0.3400
1976-03,5.7024,-3.1534,-0.3138,-2.4722,3.1003,2.3960,2.3200,-1.1700,-0.1100,-0.3800,0.9900,0.2200,0.4000
1976-04,-3.9790,-0.5262,-0.8302,3.1123,-2.9344,5.2420,-1.4900,-0.0800,-0.1600,0.4500,-1.0500,0.5300,0.4200
1976-05,-3.9527,-9.3786,-9.6074,23.7320,-13.4640,-8.9769,-1.3400,-1.1900,-1.2900,2.4300,-1.3900,-1.0700,0.3700
1976-06,13.6234,-11.9346,5.3596,-4.2764,6.4348,-10.0013,4.0600,-1.3200,0.7300,-0.6700,1.0200,-0.4400,0.4300
1976-07,-3.6486,2.9252,39.8222,-8.7119,1.9179,-4.2616,-1.0600,0.2800,1.7400,-1.0300,0.3000,-0.1500,0.4700
1976-08,-3.9054,-19.3726,13.2248,-4.3607,-5.7998,-32.5959,-0.5700,-2.0500,0.7900,-0.4000,-0.5700,-0.7800,0.4200
1976-09,9.0510,0.5448,-11.9640,29.1515,-10.7227,3.0974,2.0600,0.0800,-0.3100,0.9800,-1.1400,0.2000,0.4400
1976-10,-9.6220,1.2233,-3.3833,-2.0959,-1.9852,-25.2074,-2.4200,0.1400,-0.1700,-0.1900,-0.3700,-0.4300,0.4100
1976-11,0.9452,10.5886,26.6764,-10.1236,0.4120,41.9027,0.3600,2.3400,1.5300,-1.3100,0.0700,2.8200,0.4000
1976-12,16.3616,14.2944,23.3836,-3.0994,13.0854,13.4651,5.6500,3.0300,2.2300,-0.7200,2.4100,0.7300,0.4000
1977-01,-21.7046,29.9927,38.8454,-5.6919,13.3104,117.7173,-4.0300,4.7500,4.3200,-0.5400,1.9300,4.0500,0.3600
1977-02,-9.9360,4.2155,2.8484,-2.4148,-0.6394,5.6041,-1.9400,1.0300,0.4500,-0.2100,-0.1900,0.3400,0.3500
1977-03,-13.5005,9.3734,31.0546,-4.2517,-1.3009,19.8703,-1.3500,0.9900,1.0900,-0.3200,-0.1100,0.6800,0.3800
1977-04,0.7557,-0.9339,89.3849,-25.2333,10.6920,87.7837,0.1500,-0.1300,3.3800,-1.9800,1.0400,4.1900,0.3800
1977-05,-4.8333,10.6832,9.7456,3.9143,1.5813,30.5101,-1.4700,1.2500,0.8100,0.4300,0.2200,2.0100,0.3700
1977-06,26.6129,23.3129,-18.4070,9.8358,-15.0490,42.5502,4.7200,2.0700,-0.6200,0.9100,-1.2700,1.6000,0.4000
1977-07,-10.3740,13.5811,-11.3357,9.7753,1.6536,14.5894,-1.6900,2.0900,-0.6000,0.7500,0.1200,0.3800,0.4200
1977-08,-10.0921,15.6117,-43.4842,12.7434,-4.6327,-40.3609,-1.7600,1.5500,-2.7700,1.0400,-0.6700,-1.6300,0.4400
1977-09,-1.7933,10.7962,-1.8679,6.4801,-4.2703,42.4193,-0.2700,1.5000,-0.2600,0.9200,-0.6500,2.1000,0.4300
1977-10,-32.6018,14.4739,30.8462,-0.7413,-12.0455,-3.2821,-4.3900,1.1900,1.6200,-0.0900,-0.4600,-0.1200,0.4900
1977-11,16.4876,32.2335,3.6209,-1.3088,6.0395,33.3660,4.0000,3.6800,0.2300,-0.0600,0.6800,2.1400,0.5000
1977-12,0.5892,7.1299,-3.2603,11.1355,-12.1841,25.9171,0.2700,1.3600,-0.2900,0.9300,-0.6600,1.5900,0.4900
1978-01,-30.3270,20.5191,41.3198,-23.4112,29.2815,-8.2167,-6.0000,2.2800,3.3800,-1.8000,1.5600,-0.5800,0.4900
1978-02,-4.5260,24.3945,4.7920,1.2520,15.1302,33.9771,-1.3900,3.5900,0.8100,0.3000,1.0500,1.9600,0.4600
1978-03,15.5545,21.7515,26.2432,-6.5898,17.8266,34.1083,2.8500,3.4400,1.1500,-0.5700,2.0000,1.4500,0.5300
1978-04,45.4424,2.2225,-47.5545,53.0139,-6.7065,11.2380,7.8700,0.3600,-3.5400,2.8700,-1.2700,0.4900,0.5400
1978-05,3.6770,15.8497,-2.9537,0.6756,2.1324,26.7489,1.7600,4.5300,-0.5500,0.2000,0.2900,2.7700,0.5100
1978-06,-5.8567,7.1639,4.3337,-8.0552,-1.1098,41.4912,-1.6900,1.7400,0.6000,-1.4100,-0.1200,2.7800,0.5400
1978-07,17.1186,0.9540,-10.9106,8.7804,-4.7065,45.5349,5.1200,0.2900,-1.0000,1.4700,-0.7300,4.1900,0.5600
1978-08,14.9964,33.4095,-10.5256,11.7090,5.7363,34.7658,3.7800,5.0600,-0.6600,1.5700,0.5000,3.0000,0.5600
1978-09,-4.5508,-1.4395,16.8104,-2.1889,6.0262,-35.2125,-1.4400,-0.4900,1.8800,-0.6900,1.5700,-3.2000,0.6200
1978-10,-36.4249,-46.0643,19.1470,1.2527,6.6116,-24.2494,-11.9000,-9.8900,1.2600,0.1700,1.1400,-8.4200,0.6800
1978-11,3.0402,1.1897,-12.4641,5.5864,-3.5233,6.0245,2.7100,3.0600,-2.0800,1.0900,-1.1900,5.4500,0.7000
1978-12,0.7557,1.6851,-5.6722,2.9874,-2.6852,3.6236,0.8700,1.1900,-2.1400,2.0100,-1.4700,3.0100,0.7800
1979-01,7.3972,16.6267,8.6310,-4.5904,8.1841,-8.9222,4.2200,3.5500,2.1900,-2.4000,1.5800,-1.4300,0.7700
1979-02,-10.6228,2.2628,13.1107,-4.9169,6.2615,-18.4019,-3.5600,0.4400,1.1700,-1.1100,0.9600,-0.9900,0.7300
1979-03,20.8432,22.9438,-12.2974,6.5260,3.6050,27.8129,5.6700,3.2000,-0.6800,0.5400,0.2900,2.9100,0.8100
1979-04,-0.2821,11.3209,12.7574,13.1457,2.5360,12.0615,-0.0700,2.1700,1.1200,1.1400,0.2400,0.8700,0.8000
1979-05,-10.8811,2.3446,29.1589,-12.4779,-3.3858,-14.1944,-2.2000,0.2100,1.3200,-1.5600,-0.3100,-0.5500,0.8200
1979-06,11.9541,5.1918,35.3546,-15.0900,-4.4741,10.4066,3.8400,1.1300,1.4200,-1.5800,-0.5600,0.7700,0.8100
1979-07,4.6169,16.7547,18.1974,-2.1095,1.6744,-12.3619,0.8300,1.2800,1.7900,-0.4400,0.5200,-1.0700,0.7700
1979-08,23.3046,13.0672,-20.2846,6.3803,-7.9690,-3.0014,5.5400,1.9800,-1.5800,1.5000,-1.4600,-0.2900,0.7700
1979-09,-5.2343,-2.1462,-10.8718,4.2547,2.3146,42.4902,-0.8300,-0.2600,-0.9400,0.8400,0.5000,5.2800,0.8300
1979-10,-20.4671,-11.2618,-28.2436,4.4849,0.5861,11.9935,-8.1000,-3.3800,-1.8300,0.9600,0.1400,2.0400,0.8700
1979-11,4.6571,1.9707,-30.5491,-0.1037,-8.3731,17.3543,5.2200,2.8100,-3.2100,-0.0300,-1.8300,8.0300,0.9900
1979-12,3.4605,15.6463,-18.2713,-6.3952,-4.2098,11.3809,1.7800,4.1300,-2.1300,-0.6700,-1.0100,4.7200,0.9500
1980-01,36.2273,9.1297,18.3138,-11.8393,10.8125,41.5496,5.5000,1.6200,1.8500,-1.8400,1.8900,7.4500,0.8000
1980-02,-1.9385,-5.1912,2.5305,-1.5837,4.6402,17.9695,-1.2300,-1.8600,0.5900,-0.9500,2.9200,7.8900,0.8900
1980-03,-23.7137,-15.1426,-9.9541,4.9005,-2.4115,-11.6975,-12.9000,-6.7000,-0.9600,1.8200,-1.0500,-9.5800,1.2100
1980-04,2.0533,0.2381,3.3302,-1.6727,0.5533,-0.2211,3.9500,1.0500,1.0300,-2.1800,0.3400,-0.4800,1.2600
1980-05,5.6032,4.0682,1.7229,1.2567,-1.1386,-2.7474,5.2600,2.0500,0.3800,0.4300,-0.6300,-1.1800,0.8100
1980-06,6.5274,4.4591,-9.0846,-0.6754,-4.6352,9.5461,2.9800,1.6600,-0.8000,-0.2000,-0.8100,1.5800,0.6100
1980-07,16.2307,13.7549,-87.2516,16.4981,-12.8674,1.5758,6.5100,4.1000,-6.2900,4.0600,-2.4400,0.2900,0.5300
1980-08,4.2922,14.4762,-8.0048,4.7109,-2.0647,23.9087,1.7500,3.9000,-2.4600,2.0500,-0.7300,3.0600,0.6400
1980-09,3.7905,4.1009,-13.3696,6.1771,-7.5697,39.6147,2.1900,0.9600,-4.6100,1.9000,-2.8600,5.4300,0.7500
1980-10,1.1219,5.9212,-5.0974,4.9073,-1.8607,19.8721,1.0400,2.3900,-2.9300,1.7700,-1.4300,7.1300,0.9500
1980-11,13.2754,-9.3471,-14.6043,5.9322,-6.4367,28.3276,9.6000,-3.2700,-8.1100,4.2600,-5.5200,15.1500,0.9600
1980-12,-5.7736,-0.7695,4.4163,-2.0536,1.5240,-7.8216,-4.4600,-0.2800,2.8000,-1.2700,1.2700,-6.7100,1.3100
1981-01,-4.9997,3.6969,9.5099,-6.0837,9.0307,-9.0382,-5.0600,2.9100,6.7400,-3.3800,4.2700,-7.8200,1.0400
1981-02,1.0116,-1.0859,1.5111,0.5953,2.5240,-1.8823,0.6100,-0.4700,0.9700,0.2600,2.0600,-1.3500,1.0700
1981-03,6.6980,10.7210,1.2644,-11.1587,-0.8813,4.4542,3.6700,3.3400,0.6100,-2.2700,-0.5600,0.8200,1.2100
1981-04,-3.9736,8.9613,6.6844,1.2031,3.2859,-9.8947,-2.1600,4.5000,2.2800,0.8100,1.5400,-1.0800,1.0800
1981-05,0.4527,7.7941,-2.2364,3.4769,-8.6583,36.7600,0.1300,1.9400,-0.4300,0.4700,-1.7800,3.5600,1.1500
1981-06,-8.3081,-2.6148,31.8397,-3.8017,9.1506,-34.6741,-2.3400,-0.8300,5.1400,-1.2900,2.6900,-5.6700,1.3500
1981-07,-4.5711,-8.1200,-1.4401,3.6864,-5.7048,-14.3309,-1.5500,-2.0700,-0.6100,1.0800,-2.6600,-2.4400,1.2400
1981-08,-19.6917,-8.8747,22.2555,-1.4032,3.7441,-5.7630,-7.0200,-1.9500,4.7100,-0.3100,1.3800,-1.1000,1.2800
