Date,Mkt-RF_VM,SMB_VM,HML_VM,RMW_VM,CMA_VM,Mom_VM,Mkt-RF,SMB,HML,RMW,CMA,Mom,RF
1947-01,1.5569,6.3858,-10.0595,,,-5.9084,1.2500,2.2000,-0.7400,,,-6.3200,0.0300
1947-02,-1.8584,1.5101,1.6339,,,-0.6887,-1.0900,0.7000,0.1400,,,-0.5000,0.0300
1947-03,-4.5314,-8.3258,2.9462,,,6.4325,-1.6800,-1.6000,0.6100,,,4.1000,0.0300
1947-04,-6.7015,-20.9236,20.6900,,,13.9004,-4.8000,-3.9700,0.8500,,,5.4100,0.0300
1947-05,-1.3570,-6.4867,3.1503,,,5.0525,-0.9600,-3.2700,0.3200,,,3.3700,0.0300
1947-06,7.3684,-0.6567,-3.8916,,,-2.0267,5.3000,-0.3300,-0.6400,,,-1.8400,0.0300
1947-07,7.8222,6.6183,26.4418,,,-3.6349,4.1300,1.4700,2.7600,,,-3.3800,0.0300
1947-08,-3.1450,1.0178,0.4005,,,5.1714,-1.7400,0.3300,0.1400,,,3.4000,0.0300
1947-09,-2.0372,17.8620,6.7040,,,1.8745,-0.5400,1.6200,1.3600,,,0.1000,0.0600
1947-10,6.4336,4.5023,0.3006,,,36.2561,2.4700,0.5200,0.1100,,,1.5600,0.0600
1947-11,-6.9779,-6.1131,4.4730,,,38.5204,-1.9900,-1.6900,1.0700,,,4.2600,0.0600
1947-12,27.3324,-17.7636,35.3772,,,44.4628,3.0100,-2.4700,3.7400,,,3.6400,0.0800
1948-01,-13.5873,16.8221,5.2113,,,-21.9360,-3.9300,2.5200,1.3800,,,-4.1900,0.0700
1948-02,-13.0106,-10.4241,0.1298,,,3.6843,-4.3800,-1.7000,0.0500,,,1.4100,0.0700
1948-03,14.2206,0.6262,19.0833,,,-3.5951,8.1100,0.1200,4.5200,,,-0.2500,0.0900
1948-04,6.0472,-7.9136,7.5894,,,31.5148,3.6500,-1.6400,4.1200,,,4.1600,0.0800
1948-05,49.0743,5.0779,-2.5377,,,11.8416,7.3200,0.8700,-1.2700,,,2.3300,0.0800
1948-06,-0.3092,-6.6702,6.7975,,,17.2557,-0.1100,-1.7800,2.8400,,,3.9700,0.0900
1948-07,-20.1408,-1.7626,0.2620,,,-6.0923,-5.0800,-0.3800,0.1100,,,-1.6000,0.0800
1948-08,0.2985,-7.7463,0.9681,,,0.3441,0.2400,-1.1300,0.2900,,,0.2000,0.0900
1948-09,-11.8232,-6.2842,-9.2793,,,-7.5913,-2.9900,-1.2700,-1.7700,,,-1.3600,0.0400
1948-10,8.5927,-8.5663,1.2209,,,11.2560,5.9600,-1.4800,0.5800,,,2.7300,0.0400
1948-11,-40.4356,-7.4312,-19.6623,,,5.6359,-9.3400,-0.6100,-4.1500,,,0.5800,0.0400
1948-12,1.7503,-16.9188,-2.4076,,,11.6409,3.2600,-2.8500,-1.9500,,,4.6600,0.0400
1949-01,0.8819,11.6228,4.3933,,,-34.9913,0.2300,1.7100,1.2500,,,-2.9200,0.1000
1949-02,-7.7711,-10.9351,-5.5727,,,-1.5225,-2.9300,-1.8700,-0.8900,,,-0.4300,0.0900
1949-03,11.2459,23.8261,6.2644,,,-14.4696,4.0500,2.4800,1.3100,,,-0.7900,0.1000
1949-04,-5.9076,-3.1697,-3.4069,,,8.3104,-1.8700,-0.9200,-1.1200,,,3.1300,0.0900
1949-05,-21.7592,-10.6800,-18.0572,,,18.6885,-2.9800,-0.7800,-2.3900,,,3.0600,0.1000
1949-06,0.3836,-7.4938,-6.4051,,,-4.8738,0.1000,-0.8600,-1.6500,,,-1.2900,0.1000
1949-07,11.8101,4.1657,0.9325,,,-4.0074,5.5400,0.5500,0.3900,,,-1.4700,0.0900
1949-08,17.2589,3.8535,-3.0741,,,8.5692,2.5900,0.1400,-0.5900,,,1.5800,0.0900
1949-09,11.6560,6.6443,1.3001,,,-8.1889,3.0900,1.0500,0.2300,,,-1.4000,0.0900
1949-10,6.5459,9.1732,-1.3369,,,0.0549,3.1400,1.0300,-0.4900,,,0.0200,0.0900
1949-11,9.3117,-8.1140,-5.7287,,,8.8163,1.8100,-0.9400,-0.9000,,,1.2500,0.0800
1949-12,27.0412,16.7654,11.2591,,,-13.6420,5.1400,2.0800,1.7300,,,-0.8200,0.0900
1950-01,10.8078,26.7606,0.5917,,,-14.3129,1.7000,3.3400,0.1500,,,-2.3600,0.0900
1950-02,5.2290,0.0542,-1.5727,,,8.5403,1.4800,0.0200,-0.7900,,,1.3700,0.0900
1950-03,12.1000,-16.9853,-15.0655,,,31.4745,1.2600,-1.4300,-2.7800,,,1.4700,0.1000
1950-04,19.7389,13.8354,4.8881,,,4.2333,3.9400,2.0000,1.3300,,,0.2600,0.0900
1950-05,20.9520,-15.2664,1.6019,,,5.6556,4.3200,-2.1300,0.4700,,,0.3600,0.1000
1950-06,-42.4373,-20.9524,-4.0066,,,-13.1220,-5.9600,-2.4100,-0.7900,,,-1.5900,0.1000
1950-07,0.7660,0.9397,36.7582,,,-0.5720,1.3700,0.5400,13.6900,,,-0.5100,0.1000
1950-08,4.7207,2.7027,-0.8387,,,5.1946,4.8600,0.7400,-1.3700,,,3.2400,0.1000
1950-09,20.3911,5.6667,-3.7409,,,-1.9297,4.8200,0.5900,-1.1000,,,-0.1800,0.1000
1950-10,-0.5792,-6.9707,3.3997,,,10.0968,-0.1900,-0.6600,1.3600,,,1.5100,0.1200
1950-11,6.4068,-6.4871,7.0303,,,10.6050,2.7400,-0.8900,3.1900,,,3.5200,0.1100
1950-12,6.9234,14.9376,14.0266,,,13.2911,5.5700,1.5300,7.2700,,,4.9400,0.1100
1951-01,6.9830,8.9075,3.4073,,,4.4773,5.7000,1.6700,3.7900,,,2.3200,0.1300
1951-02,2.9190,0.7696,-3.9531,,,-7.6027,1.4000,0.1400,-2.7900,,,-1.9500,0.1000
1951-03,-13.1640,-10.8035,-21.5560,,,-18.7050,-2.1600,-0.6600,-4.2600,,,-2.9300,0.1100
1951-04,11.9536,-13.3315,7.3907,,,15.3837,4.8600,-1.4800,3.2600,,,5.9800,0.1300
1951-05,-8.4386,-1.0936,-3.3060,,,-3.4492,-2.3600,-0.0800,-1.4200,,,-0.9600,0.1200
1951-06,-7.5854,-17.3965,-11.6064,,,-9.5036,-2.6300,-1.9600,-3.9800,,,-2.4500,0.1200
1951-07,21.0622,-18.3726,3.9415,,,22.9770,6.9500,-2.0500,2.0000,,,7.1800,0.1300
1951-08,14.3338,4.4830,-0.9530,,,2.4951,4.2900,0.9500,-0.1700,,,0.6600,0.1300
1951-09,4.3694,31.4628,3.4575,,,8.6099,0.7000,1.8600,0.6200,,,0.5900,0.1200
1951-10,-23.3175,-2.6746,2.1063,,,-4.6873,-2.5300,-0.2300,0.1800,,,-0.2100,0.1600
1951-11,1.1501,-2.1409,-0.4324,,,1.2001,0.5800,-0.3300,-0.0800,,,0.4700,0.1100
1951-12,12.5189,-31.8340,-20.9488,,,15.8877,3.3300,-2.2400,-1.5500,,,1.7500,0.1200
1952-01,13.3202,-6.8870,12.7649,,,37.4095,1.4500,-0.6500,1.4800,,,1.3700,0.1500
1952-02,-21.1992,6.7802,-6.5447,,,-5.8206,-2.6400,0.8500,-0.6200,,,-0.6800,0.1200
1952-03,16.1187,-32.8601,25.8175,,,15.1214,4.4400,-2.9700,2.2300,,,1.6500,0.1100
1952-04,-34.3109,3.0001,-0.2061,,,-40.7328,-4.9700,0.4900,-0.0300,,,-2.0100,0.1200
1952-05,13.4027,-8.2265,0.1372,,,6.3470,3.2000,-1.0000,0.0200,,,0.5600,0.1300
1952-06,24.8222,-19.6452,14.6076,,,55.9514,3.8400,-1.6300,1.2400,,,1.4900,0.1500
1952-07,13.2011,-8.1778,-2.9179,,,-36.8100,0.9100,-0.4100,-0.3200,,,-0.5500,0.1500
1952-08,-10.1301,17.3041,1.2070,,,13.3173,-0.7700,1.1500,0.0900,,,0.3400,0.1500
1952-09,-26.6341,32.4778,-40.0949,,,93.8365,-2.0400,1.0900,-1.4200,,,1.7300,0.1600
1952-10,-5.2036,-15.9157,-8.8405,,,70.0515,-0.6600,-1.0300,-0.5500,,,2.7300,0.1400
1952-11,22.4115,-8.8298,20.3509,,,6.4241,5.9600,-0.7200,1.0200,,,0.3600,0.1000
1952-12,18.2257,-18.9534,2.0340,,,21.2856,2.9300,-1.5100,0.1900,,,1.5400,0.1600
1953-01,-6.2987,32.9886,14.0749,,,17.4219,-0.3400,3.5400,1.2800,,,0.7400,0.1600
1953-02,-2.5873,17.0405,-0.6706,,,10.5404,-0.2700,2.2200,-0.0500,,,0.8000,0.1400
1953-03,-14.1186,-3.3235,-8.7314,,,3.6178,-1.4400,-0.2100,-0.8400,,,0.1400,0.1800
1953-04,-12.8431,4.3675,18.1310,,,32.8156,-2.8300,0.2600,1.5500,,,1.8400,0.1600
1953-05,1.5209,-0.4949,2.1117,,,12.6360,0.5100,-0.0500,0.2500,,,0.9100,0.1700
1953-06,-13.2794,-41.3248,-5.8347,,,0.0000,-1.8900,-1.8900,-0.5000,,,0.0000,0.1800
1953-07,6.5106,-8.2101,-3.3810,,,-7.5015,2.4000,-1.0400,-0.2500,,,-0.3700,0.1500
1953-08,-28.8606,5.2939,-49.2875,,,136.1887,-4.5600,0.3700,-3.5200,,,2.1200,0.1700
1953-09,0.9491,-13.3884,-19.1222,,,86.7178,0.2100,-0.8500,-2.4400,,,2.9000,0.1600
1953-10,12.0705,-3.9506,-0.8474,,,3.9399,4.6000,-1.3600,-0.1900,,,0.2500,0.1300
1953-11,16.6043,-22.0804,-1.3069,,,24.2305,2.8400,-1.3000,-0.1500,,,1.9600,0.0800
1953-12,0.1922,-8.4626,-44.5478,,,72.3219,0.0200,-0.8500,-2.8300,,,5.2100,0.1300
1954-01,41.4328,6.8368,28.7379,,,-35.7886,5.1300,0.5000,3.4500,,,-5.8400,0.1100
1954-02,10.4987,-1.6412,-1.1233,,,2.4905,1.6700,-0.1800,-0.2700,,,1.0400,0.0700
1954-03,32.5336,-10.3621,-43.4159,,,56.4805,3.6600,-0.5000,-1.4500,,,2.1300,0.0800
1954-04,34.8782,-59.4459,-4.2062,,,88.2445,4.2700,-3.4700,-0.3700,,,5.0800,0.0900
1954-05,16.3956,2.7717,17.2568,,,-13.9684,3.1000,0.3900,2.4500,,,-2.0200,0.0500
1954-06,12.4970,7.6069,0.2065,,,104.6836,1.0800,0.3800,0.0200,,,3.5500,0.0600
1954-07,18.9034,5.9586,31.3221,,,2.9464,5.0000,1.0500,4.1400,,,0.4300,0.0500
1954-08,-15.3685,20.2213,-6.4421,,,-12.3793,-2.3500,2.6800,-1.4200,,,-0.6700,0.0500
1954-09,22.0731,-14.5344,3.1150,,,13.8378,6.4000,-2.5600,0.6800,,,1.6600,0.0900
1954-10,-10.3328,4.8136,3.1497,,,8.8324,-1.6700,0.6100,0.6400,,,0.9200,0.0700
1954-11,67.4684,-33.8835,30.9184,,,37.4353,9.4100,-2.6500,4.4500,,,1.8700,0.0600
1954-12,15.0829,12.7023,24.6784,,,-12.7128,5.4900,2.1800,5.6800,,,-1.4000,0.0800
1955-01,2.3916,1.4672,7.3517,,,21.5926,0.6000,0.2400,2.1000,,,1.4700,0.0800
1955-02,4.8224,5.3911,1.0286,,,4.0900,3.0200,1.5500,0.6100,,,1.0400,0.0900
1955-03,-0.9189,-3.4969,7.2417,,,6.8585,-0.1500,-0.6500,1.9300,,,0.9600,0.1000
1955-04,3.7722,-9.5177,1.6842,,,-0.0220,3.1100,-1.7500,0.7500,,,-0.0100,0.1000
1955-05,6.4703,-1.9670,-4.3996,,,6.2857,0.9400,-0.2500,-0.9600,,,0.6100,0.1400
1955-06,29.1380,-50.2328,7.2089,,,16.3927,6.5500,-4.6100,1.8500,,,4.7200,0.1000
1955-07,12.5982,-5.0727,1.3868,,,-9.2583,1.8900,-1.2000,0.3900,,,-1.2200,0.1000
1955-08,0.8008,-1.8243,3.5200,,,6.5739,0.2200,-0.4600,0.7500,,,1.7600,0.1600
1955-09,-1.4313,3.6502,-17.6220,,,9.5419,-0.3700,0.3000,-1.0100,,,1.8300,0.1600
1955-10,-1.4743,10.9034,-0.7971,,,-0.8384,-2.6700,1.4600,-0.1100,,,-0.5200,0.1800
1955-11,10.9470,-20.4247,5.2252,,,7.9577,7.0400,-2.2000,0.3300,,,2.5700,0.1700
1955-12,4.4581,9.2122,-15.6278,,,-6.1603,1.4900,1.9800,-2.1100,,,-1.3000,0.1800
1956-01,-27.6200,4.1850,9.0863,,,-39.2162,-3.0300,0.5000,0.8200,,,-1.4800,0.2200
1956-02,10.3440,-7.4101,-8.5715,,,17.5931,3.7800,-0.9700,-0.4600,,,2.0100,0.1900
1956-03,21.1768,-18.8565,-4.9967,,,63.0960,6.6400,-2.1300,-0.4900,,,3.5200,0.1500
1956-04,1.2745,-0.2145,-2.0185,,,28.3569,0.2800,-0.0300,-0.1600,,,2.6700,0.1900
1956-05,-20.6784,8.4157,-11.7631,,,-12.8848,-5.2200,1.5000,-1.3200,,,-1.6000,0.2300
1956-06,6.2210,-12.2566,-7.9953,,,10.2429,3.4700,-1.5300,-1.1000,,,2.6700,0.2000
1956-07,15.4113,-12.2677,-1.6698,,,17.9377,4.8400,-1.6900,-0.0700,,,2.5300,0.2200
1956-08,-25.6744,27.5256,-17.9315,,,-9.0431,-3.1900,1.8900,-0.7300,,,-0.7100,0.1700
1956-09,-15.0972,19.8250,21.3438,,,-5.1371,-5.1400,1.6000,1.7500,,,-0.7600,0.1800
1956-10,2.1045,-0.9326,-0.4473,,,87.7039,0.5200,-0.1200,-0.0700,,,2.4000,0.2500
1956-11,0.7746,-1.7015,14.4069,,,16.3056,0.3500,-0.2100,1.7600,,,3.4200,0.2000
1956-12,6.6012,-0.0657,-19.9973,,,24.8599,3.1600,-0.0200,-2.1500,,,3.7900,0.2400
1957-01,-16.9064,16.0102,16.9175,,,-27.4871,-3.5700,3.3800,2.8300,,,-3.0600,0.2700
1957-02,-8.7791,-3.7234,-4.4899,,,2.1988,-2.0700,-0.7500,-0.6600,,,0.3600,0.2400
1957-03,6.0902,4.4741,-7.0286,,,-1.5208,2.1300,0.3300,-0.5300,,,-0.2700,0.2300
1957-04,38.6183,-16.0790,-36.4129,,,11.3779,4.2600,-1.5700,-1.4700,,,0.9800,0.2500
1957-05,35.5330,-15.1384,-22.2921,,,3.6396,3.4600,-1.0800,-2.0100,,,0.1700,0.2600
1957-06,-5.1170,6.7380,-0.2827,,,33.6685,-0.7500,0.5900,-0.0300,,,0.6900,0.2400
1957-07,3.4204,-8.9008,5.6922,,,-0.8942,0.6600,-0.8000,0.4800,,,-0.0300,0.3000
1957-08,-28.9210,0.5230,-3.4080,,,12.1433,-5.1200,0.0600,-0.4500,,,0.4600,0.2500
1957-09,-8.4585,0.3610,4.4862,,,7.1280,-5.9900,0.0600,0.9500,,,0.6000,0.2600
1957-10,-8.3870,-14.2004,-24.2916,,,30.8757,-4.3200,-2.4600,-1.8800,,,2.0200,0.2900
1957-11,1.3313,1.3579,-8.7351,,,5.2969,2.3100,0.4000,-2.9100,,,1.2900,0.2800
1957-12,-3.3125,-3.1921,-6.0465,,,16.1692,-3.9000,-0.9100,-1.7600,,,7.8100,0.2400
1958-01,10.9392,21.1457,17.2866,,,-16.0196,4.6500,4.2900,4.3400,,,-7.7200,0.2800
1958-02,-5.6372,2.7494,0.7023,,,4.5061,-1.5300,0.7500,0.2300,,,3.7200,0.1200
1958-03,14.2608,5.2906,-25.4490,,,-10.9770,3.2700,0.6900,-1.0300,,,-1.6500,0.0900
1958-04,18.1690,-6.6451,19.8679,,,6.6377,3.0900,-0.6900,1.6400,,,1.9000,0.0800
1958-05,9.4560,19.1340,-1.1641,,,-7.0461,2.3200,2.1600,-0.2000,,,-1.7400,0.1100
1958-06,21.3327,-1.3531,4.8871,,,-8.8414,2.9300,-0.1400,0.3100,,,-0.8900,0.0300
1958-07,30.1758,8.5269,37.2168,,,-31.0483,4.3900,0.4700,3.0700,,,-3.5600,0.0700
1958-08,8.8874,8.2508,2.1644,,,0.4212,1.9000,1.1500,0.3300,,,0.1400,0.0400
1958-09,23.9904,1.0153,17.4292,,,-8.1719,4.6600,0.0800,2.8000,,,-1.1300,0.1900
1958-10,15.8219,7.5552,-6.6552,,,28.7678,2.5300,1.0500,-1.1300,,,3.1300,0.1800
1958-11,12.0436,15.7331,-3.4164,,,13.9563,3.0100,2.0500,-1.1700,,,1.5300,0.1100
1958-12,9.6744,-14.2883,0.5473,,,-9.2804,5.1600,-2.0200,0.0600,,,-0.7100,0.2200
1959-01,3.0653,24.0859,29.5568,,,-3.5781,0.7100,3.0200,2.9200,,,-0.2900,0.2100
1959-02,4.7877,10.1632,5.1268,,,70.9680,0.9500,1.4800,1.1500,,,3.4000,0.1900
1959-03,1.0278,19.5255,-3.5084,,,3.3240,0.2800,1.4500,-0.3400,,,0.2200,0.2200
1959-04,21.7546,-5.2970,-11.0098,,,64.3708,3.6600,-0.6800,-1.2400,,,3.1600,0.2000
1959-05,11.4638,-11.6497,10.5257,,,13.6883,1.7300,-2.1000,1.8000,,,1.5000,0.2200
1959-06,-1.6339,4.3153,6.9974,,,27.0899,-0.2400,0.6700,1.3200,,,3.1400,0.2400
1959-07,9.9736,-4.3541,1.2841,,,-1.7747,3.1800,-0.3500,0.2700,,,-0.3500,0.2500
1959-08,-8.8048,-4.2031,6.4881,,,-3.6552,-1.3800,-0.7800,0.4400,,,-1.0000,0.1900
1959-09,-13.1975,-1.2449,7.3998,,,3.9702,-4.8100,-0.1500,0.5300,,,0.7800,0.3100
1959-10,2.1290,13.9088,-14.5867,,,14.8114,1.2800,1.5200,-2.1000,,,3.4300,0.3000
1959-11,7.6754,7.5064,-31.2252,,,12.1068,1.6000,1.2600,-3.2200,,,2.2900,0.2600
1959-12,15.7215,-4.2283,-0.0511,,,12.3787,2.4600,-0.6300,-0.0100,,,1.0300,0.3400
1960-01,-70.5242,14.3087,34.9814,,,-25.5401,-6.9800,2.1200,2.6500,,,-3.5100,0.3300
1960-02,3.7766,3.6500,-16.4640,,,39.6826,1.1600,0.6000,-1.9700,,,4.0000,0.2900
1960-03,-4.2979,-4.2904,-23.1821,,,14.7407,-1.6300,-0.5500,-2.7500,,,1.4100,0.3500
1960-04,-5.1682,1.5388,-17.1541,,,55.0146,-1.7100,0.2200,-2.1400,,,2.8400,0.1900
1960-05,14.9966,13.6274,-51.7009,,,62.4460,3.1200,1.2900,-3.7300,,,4.7900,0.2700
1960-06,13.5741,-1.6150,-0.9777,,,3.2493,2.0800,-0.2800,-0.2700,,,0.8900,0.2400
1960-07,-14.8831,-2.1780,11.2918,,,-2.6107,-2.3700,-0.5200,2.1000,,,-0.7000,0.1300
1960-08,8.5164,8.7370,-1.2701,,,35.9167,3.0000,0.6900,-0.1800,,,1.5100,0.1700
1960-09,-27.6714,-7.2608,21.2894,,,2.9109,-6.0000,-1.1200,1.6800,,,0.3800,0.1600
1960-10,-1.1358,-45.3630,20.0463,,,6.6212,-0.7100,-4.0900,2.8300,,,1.2600,0.2200
1960-11,12.4689,1.7875,-16.8192,,,74.6901,4.6900,0.3800,-2.3900,,,3.6400,0.1300
1960-12,20.4163,-9.1707,-4.7820,,,6.0473,4.7300,-1.5800,-0.7700,,,1.3600,0.1600
1961-01,41.5400,3.4730,28.8410,,,-20.3019,6.2000,0.6000,3.6500,,,-4.1200,0.1900
1961-02,14.8740,27.0493,-3.0027,,,2.1129,3.5700,3.8900,-0.5800,,,0.9900,0.1400
1961-03,15.6626,22.0980,-8.2434,,,28.8650,2.8900,3.2200,-0.8200,,,4.3200,0.2000
1961-04,2.2465,0.4568,11.6268,,,30.5657,0.2900,0.0700,2.1300,,,3.6200,0.1700
1961-05,6.5872,16.5252,4.4176,,,-6.6014,2.4000,1.9700,0.3800,,,-1.5700,0.1800
1961-06,-21.9384,-14.7412,-0.7361,,,1.5963,-3.0800,-2.4900,-0.0900,,,0.3000,0.2000
1961-07,15.0978,-12.7557,-0.9215,,,3.1896,2.8300,-1.9400,-0.0800,,,0.2200,0.1800
1961-08,12.2194,-19.1025,-3.5229,,,31.8027,2.5700,-1.7100,-0.3000,,,1.6400,0.1400
1961-09,-16.2371,-18.3527,-6.4354,,,12.3640,-2.1500,-1.0700,-0.6100,,,0.7900,0.1700
1961-10,9.1762,-17.9189,1.6311,,,68.5657,2.5800,-1.6100,0.1800,,,3.0700,0.1900
1961-11,50.6203,20.4764,-15.0335,,,31.8213,4.4500,1.2600,-1.2200,,,1.3400,0.1500
1961-12,-1.3407,-15.4011,15.9909,,,-35.1421,-0.1700,-0.8700,1.7600,,,-2.1800,0.1900
1962-01,-37.7413,18.3518,46.3282,,,-42.2349,-3.8700,1.7400,5.1100,,,-2.0400,0.2400
1962-02,6.6368,-7.7037,3.4589,,,-7.1529,1.8100,-1.1500,0.8200,,,-1.0000,0.2000
1962-03,-7.7128,8.1321,-29.9088,,,37.3884,-0.6800,0.6600,-1.5800,,,1.8900,0.2000
1962-04,-69.2744,-9.4688,2.3593,,,45.3203,-6.5900,-0.8500,0.1400,,,2.9400,0.2200
1962-05,-23.0028,-50.3529,51.7399,,,5.6058,-8.6600,-3.1400,2.7300,,,0.4600,0.2400
1962-06,-2.2620,-0.2013,4.6089,,,28.0879,-8.5000,-0.4600,2.4200,,,6.4000,0.2000
1962-07,2.8620,5.0172,-10.6449,,,1.2800,6.2700,1.5200,-3.3700,,,0.5100,0.2700
1962-08,3.2780,2.9308,-3.2465,,,-1.4560,2.1300,1.2200,-1.1200,,,-0.5700,0.2300
1962-09,-19.9463,-23.8441,8.0412,,,14.3556,-5.2200,-2.4000,1.3300,,,3.9600,0.2100
1962-10,-0.1255,-60.0547,4.7061,,,6.9255,-0.0500,-3.9500,1.3000,,,0.7900,0.2600
1962-11,9.7443,7.0353,1.7206,,,-26.4675,10.8900,2.5000,0.8500,,,-7.1900,0.2000
1962-12,2.1970,-23.4464,2.5744,,,13.8467,1.0100,-3.7600,0.3200,,,5.9000,0.2300
1963-01,26.7778,20.1908,24.3556,,,-7.8792,4.9400,3.0100,2.2400,,,-2.1300,0.2500
1963-02,-10.2501,1.4956,26.9856,,,8.7832,-2.4000,0.4600,2.1500,,,2.5200,0.2300
1963-03,24.5108,-47.3607,21.8464,,,40.3443,3.0800,-2.5800,2.1000,,,1.5800,0.2300
1963-04,41.2540,-15.8094,15.3736,,,-1.6420,4.5100,-1.2600,1.0000,,,-0.1000,0.2500
1963-05,18.8640,17.8047,38.2668,,,2.9985,1.7600,1.0800,2.5500,,,0.2900,0.2400
1963-06,-23.2660,-2.9306,5.2473,,,38.9665,-2.0000,-0.3200,0.6500,,,1.1600,0.2300
1963-07,-4.7077,-10.5315,-10.9031,,,18.2973,-0.3900,-0.5700,-0.8100,,,1.0100,0.2700
1963-08,30.3906,-16.7546,27.0705,3.5172,-1.6581,12.8555,5.0800,-0.9500,1.7000,0.4000,-0.3800,1.0000,0.2500
1963-09,-15.0554,-2.8394,0.0000,-10.4112,1.0136,2.5467,-1.5700,-0.2500,0.0000,-0.7800,0.1500,0.1200,0.2700
1963-10,23.2869,-4.3103,-0.7597,21.3270,-13.8656,52.5471,2.5400,-0.5700,-0.0400,2.7900,-2.2500,3.1300,0.2900
1963-11,-5.8128,-7.0671,8.8278,-1.2358,4.6426,-6.9374,-0.8600,-1.1600,1.7300,-0.4300,2.2700,-0.7800,0.2700
1963-12,1.6923,-5.3869,-1.7866,0.5185,-0.4851,3.0909,1.8300,-1.9600,-0.2100,0.1200,-0.2500,1.8400,0.2900
1964-01,27.8809,-1.4053,24.2219,0.7760,2.7146,12.3800,2.2400,-0.2400,1.6300,0.2100,1.4800,1.0200,0.3000
1964-02,27.7116,0.8647,13.4558,0.2134,1.2232,5.0966,1.5500,0.1200,2.8100,0.1100,0.8100,0.3300,0.2600
1964-03,58.4648,36.2866,25.0759,-17.8338,13.1336,16.3184,1.4100,0.9500,3.2900,-2.0300,2.9800,0.6900,0.3100
1964-04,2.8936,-14.7216,-3.5714,-7.9412,-5.0711,-20.4102,0.1000,-1.3500,-0.5400,-1.3200,-1.1300,-0.6400,0.2900
1964-05,16.3485,-8.9642,8.0794,-0.6542,0.6582,50.7498,1.4100,-0.8400,1.8100,-0.1500,0.1300,2.5300,0.2600
1964-06,18.6660,-2.9991,7.8246,-3.8862,0.3048,8.2672,1.2700,-0.2300,0.6800,-0.3300,0.1000,0.4700,0.3000
1964-07,13.1530,4.7125,9.3038,0.6482,9.8352,-5.9198,1.7400,0.1900,0.7900,0.1500,1.8500,-0.3800,0.3000
1964-08,-23.1999,0.2290,1.1441,0.8055,1.4123,-11.7087,-1.4400,0.0100,0.0700,0.1500,0.3100,-0.2500,0.2800
1964-09,20.4867,-9.3928,26.3113,-5.1013,2.6871,-6.2328,2.6900,-0.6300,1.7200,-0.5000,0.5600,-0.3900,0.2800
1964-10,12.1581,10.8364,11.3644,-1.4197,2.7193,5.2070,0.6000,0.4800,1.0800,-0.2000,0.5200,0.1900,0.2900
1964-11,-0.1607,9.4683,-25.3282,3.8637,-0.7820,32.4940,-0.0100,0.6200,-2.0400,0.7100,-0.1600,1.1000,0.2900
1964-12,0.5743,-4.4081,-19.6873,6.8690,-6.2582,-26.3299,0.0400,-0.2400,-2.4300,0.9500,-1.5500,-0.6900,0.3100
1965-01,29.9219,77.9085,4.6040,8.3653,-0.0800,-28.0644,3.5400,2.5700,0.3600,0.9400,-0.0200,-1.3800,0.2800
1965-02,8.5722,29.2714,5.0561,2.5257,-2.8222,2.0698,0.4400,3.3100,0.2200,0.2600,-0.6200,0.2400,0.3000
1965-03,-11.1562,17.6425,16.9654,-2.0213,3.7131,5.3575,-1.3400,1.7900,1.1500,-0.2900,0.6500,0.1700,0.3600
1965-04,69.6650,21.1142,11.7413,1.9513,-8.3349,64.0275,3.1100,1.1400,0.7300,0.2900,-2.2700,2.5300,0.3100
1965-05,-15.8948,0.4212,-17.2662,-4.2473,2.4744,12.8398,-0.7800,0.0200,-1.5500,-0.4200,0.5900,0.5500,0.3100
1965-06,-52.9787,-51.6807,4.3061,2.3096,2.2227,-73.5324,-5.5100,-4.0700,0.2300,0.2400,0.4300,-3.1800,0.3500
1965-07,2.1189,1.3119,36.6466,-10.8725,-0.2490,9.3187,1.4400,0.8600,2.1900,-1.4100,-0.0800,4.0900,0.3100
1965-08,15.5746,29.5136,-8.1279,25.9914,-3.9980,22.0331,2.7300,2.8500,-0.9800,2.0300,-0.8100,2.5800,0.3300
1965-09,75.1682,6.0714,-2.2052,-6.9695,3.1876,49.9186,2.8600,0.6300,-0.1400,-0.8500,0.7300,3.2900,0.3100
1965-10,27.5443,50.5786,15.2615,7.9494,-3.4815,29.0699,2.6000,2.5200,1.5500,1.1900,-0.7600,3.4500,0.3100
1965-11,-0.4624,30.2289,1.7041,-4.1852,-7.5153,43.1818,-0.0300,4.6900,0.1600,-1.0800,-0.8700,4.4000,0.3500
1965-12,24.0158,8.1065,32.7345,-9.3218,-3.1699,-0.8820,1.0100,2.0700,2.1500,-1.3000,-0.5500,-0.1000,0.3300
1966-01,6.7174,16.2447,16.8288,-11.0798,-1.1392,21.1689,0.7200,4.0200,3.2700,-2.6500,-0.2600,5.2800,0.3800
1966-02,-26.1091,25.4158,2.9923,-0.7223,-10.6288,23.1837,-1.2100,4.4400,0.3800,-0.1600,-1.4500,4.5800,0.3500
1966-03,-23.1484,2.4152,-22.6775,5.5304,-0.1426,4.1394,-2.5100,0.8600,-2.1300,1.2900,-0.0500,1.4700,0.3800
1966-04,5.9698,8.9415,-1.7805,1.0680,-2.7826,7.3592,2.1300,3.4400,-0.3600,0.4200,-0.9200,5.8800,0.3400
